Class,discount,Holiday,PackSize,Week,Location, PromoCost ,PromotionID, stockonHand , priceSell ,Increase,pricediscount
Confection,0.1,yes,Case-Pkg,Wk13,Store12,26.74,1009,"226,321",34.5,-9.2897,31.05
Confection,0.1,yes,Case-Pkg,Wk13,Store13,10.3,1010,"136,785",20.49,8.2987,18.441
Confection,0.1,no,Case-Pkg,Wk13,Store14,10.07,1011,"123,297",17.75,18.2012,15.975
Confection,0.1,yes,Case-Pkg,Wk13,Store15,116.14,1012,"282,330",42.12,13.1357,37.908
Confection,0.1,no,Case-Pkg,Wk13,Store2,29.49,1013,"107,210",81,-7.9169,72.9
Confection,0.1,no,Case-Pkg,Wk13,Store3,19.93,1014,"243,477",80.8,-0.9824,72.72
Confection,0.1,no,Case-Pkg,Wk13,Store4,26.9,1015,"205,113",84.3,-4.7392,75.87
Confection,0.1,no,Case-Pkg,Wk13,Store5,61.89,1016,"153,910",77.54,11.0663,69.786
Confection,0.1,no,Case-Pkg,Wk13,Store6,100.34,1017,"187,935",70.11,1.6308,63.099
Confection,0.1,no,Case-Pkg,Wk13,Store7,70.09,1018,"246,265",30.12,-0.2336,27.108
Confection,0.1,no,Case-Pkg,Wk13,Store8,150.41,1019,"112,291",98.22,-18.7441,88.398
Confection,0.1,no,Case-Pkg,Wk13,Store9,44.61,1020,"272,592",53.49,3.8047,48.141
Confection,0.1,no,Case-Pkg,Wk14,Store1,55.19,1001,"187,306",106.13,28.4596,95.517
Confection,0.1,yes,Case-Pkg,Wk14,Store10,82.41,1002,"296,072",105.64,5.4479,95.076
Confection,0.1,no,Case-Pkg,Wk14,Store11,29.87,1003,"166,744",118.23,12.7803,106.407
Confection,0.1,no,Case-Pkg,Wk14,Store12,15.45,1004,"124,443",89.89,13.6764,80.901
Confection,0.1,no,Case-Pkg,Wk14,Store13,2.58,1005,"220,346",56.56,6.0008,50.904
Confection,0.1,no,Case-Pkg,Wk14,Store14,130.75,1006,"173,862",104.26,17.5901,93.834
Confection,0.1,no,Case-Pkg,Wk14,Store15,13.32,1007,"226,478",25.17,5.5603,22.653
Confection,0.1,yes,Case-Pkg,Wk14,Store2,118.93,1008,"158,356",137.62,15.8374,123.858
Confection,0.1,no,Case-Pkg,Wk14,Store3,68.65,1009,"242,852",67.38,0.6369,60.642
Confection,0.1,no,Case-Pkg,Wk14,Store4,37.77,1010,"182,580",54.71,3.788,49.239
Confection,0.1,yes,Case-Pkg,Wk14,Store5,45.74,1011,"149,723",127.81,10.106,115.029
Confection,0.1,no,Case-Pkg,Wk14,Store6,10.11,1012,"172,597",71.14,7.6351,64.026
Confection,0.1,no,Case-Pkg,Wk14,Store7,13.42,1013,"309,946",28.83,19.8775,25.947
Confection,0.1,no,Case-Pkg,Wk14,Store8,62.66,1014,"199,621",132.75,27.9355,119.475
Confection,0.1,no,Case-Pkg,Wk14,Store9,40.04,1015,"113,938",131.25,-9.0668,118.125
Confection,0.1,no,Case-Pkg,Wk15,Store1,33.84,1016,"138,933",125.04,27.5087,112.536
Confection,0.1,no,Case-Pkg,Wk15,Store10,44.11,1017,"287,512",107.12,8.967,96.408
Confection,0.1,no,Case-Pkg,Wk15,Store11,40.41,1018,"233,815",127.2,9.9352,114.48
Confection,0.1,no,Case-Pkg,Wk15,Store12,71.58,1019,"255,372",25.09,-0.8552,22.581
Confection,0.1,no,Case-Pkg,Wk15,Store13,125.01,1020,"257,244",120.42,6.9259,108.378
Confection,0.1,no,Case-Pkg,Wk15,Store14,94.09,1001,"130,925",62.37,8.7892,56.133
Confection,0.1,no,Case-Pkg,Wk15,Store15,3.67,1002,"250,013",86.21,1.7153,77.589
Confection,0.1,no,Case-Pkg,Wk15,Store2,17.35,1003,"210,877",130.97,14.2623,117.873
Confection,0.1,no,Case-Pkg,Wk15,Store3,43.99,1004,"104,004",51.39,-25.3406,46.251
Confection,0.1,no,Case-Pkg,Wk15,Store4,23.15,1005,"268,422",115.96,8.6529,104.364
Confection,0.1,yes,Case-Pkg,Wk15,Store5,27.08,1006,"199,430",57.74,9.6031,51.966
Confection,0.1,yes,Case-Pkg,Wk15,Store6,47.91,1007,"116,614",26.58,6.2102,23.922
Confection,0.1,no,Case-Pkg,Wk15,Store7,50.93,1008,"287,970",75.55,13.2462,67.995
Confection,0.1,no,Case-Pkg,Wk15,Store8,35.46,1009,"166,846",107.71,16.7695,96.939
Confection,0.1,no,Case-Pkg,Wk15,Store9,26.42,1010,"203,489",42.59,-0.4002,38.331
Confection,0.1,no,Case-Pkg,Wk16,Store1,19.42,1011,"213,652",115.41,17.9921,103.869
Confection,0.1,no,Case-Pkg,Wk16,Store10,53.34,1012,"197,880",130.16,7.8791,117.144
Confection,0.1,no,Case-Pkg,Wk16,Store11,20.13,1013,"119,809",81.82,0.3501,73.638
Confection,0.1,no,Case-Pkg,Wk16,Store12,102,1014,"290,782",116.43,3.4645,104.787
Confection,0.1,no,Case-Pkg,Wk16,Store13,20.97,1015,"180,729",39.3,-3.3007,35.37
Confection,0.1,no,Case-Pkg,Wk16,Store14,37.79,1016,"133,031",59.34,14.8406,53.406
Confection,0.1,no,Case-Pkg,Wk16,Store15,52.57,1017,"286,434",106.39,-0.0324,95.751
Confection,0.1,no,Case-Pkg,Wk16,Store2,115.26,1018,"220,077",136.47,10.6113,122.823
Confection,0.1,no,Case-Pkg,Wk16,Store3,64.36,1019,"191,877",111.19,3.1715,100.071
Confection,0.1,yes,Case-Pkg,Wk16,Store4,55.18,1020,"288,121",32.06,4.8609,28.854
Confection,0.1,no,Case-Pkg,Wk16,Store5,0.71,1001,"130,379",37.18,18.5402,33.462
Confection,0.1,no,Case-Pkg,Wk16,Store6,21.76,1002,"166,378",24.68,18.9157,22.212
Confection,0.1,no,Case-Pkg,Wk16,Store7,38.23,1003,"308,856",64.81,12.9016,58.329
Confection,0.1,no,Case-Pkg,Wk16,Store8,16,1004,"192,173",32.63,14.7527,29.367
Confection,0.1,no,Case-Pkg,Wk16,Store9,220.91,1005,"263,450",115.41,-0.3929,103.869
Confection,0.1,no,Case-Pkg,Wk17,Store1,104.19,1006,"297,413",135.83,1.1008,122.247
Confection,0.1,no,Case-Pkg,Wk17,Store10,15.2,1007,"266,917",59.32,2.7285,53.388
Confection,0.1,no,Case-Pkg,Wk17,Store11,52.51,1008,"310,556",28.47,16.5125,25.623
Confection,0.1,no,Case-Pkg,Wk17,Store12,38.82,1009,"163,201",18.62,4.0023,16.758
Confection,0.1,no,Case-Pkg,Wk17,Store13,168.27,1010,"243,322",40.76,8.0592,36.684
Confection,0.1,no,Case-Pkg,Wk17,Store14,28.64,1011,"280,486",42.75,8.0943,38.475
Confection,0.1,no,Case-Pkg,Wk17,Store15,47.81,1012,"257,423",52.33,4.6582,47.097
Confection,0.1,no,Case-Pkg,Wk17,Store2,153.99,1013,"199,839",84.33,-9.7431,75.897
Confection,0.1,yes,Case-Pkg,Wk17,Store3,29.05,1014,"159,234",118.22,17.1604,106.398
Confection,0.1,yes,Case-Pkg,Wk17,Store4,86.13,1015,"292,697",132.86,-2.0757,119.574
Confection,0.1,no,Case-Pkg,Wk17,Store5,22.47,1016,"120,113",136.79,17.453,123.111
Confection,0.1,no,Case-Pkg,Wk17,Store6,1.53,1017,"181,586",18.38,4.1548,16.542
Confection,0.1,yes,Case-Pkg,Wk17,Store7,77.44,1018,"167,787",124.02,10.1372,111.618
Confection,0.1,yes,Case-Pkg,Wk17,Store8,25.37,1019,"168,548",129.4,0.8528,116.46
Confection,0.1,no,Case-Pkg,Wk17,Store9,50.7,1020,"130,097",99.4,11.2024,89.46
Confection,0.1,no,Case-Pkg,Wk18,Store1,19.75,1001,"194,140",127.17,4.046,114.453
Confection,0.1,no,Case-Pkg,Wk18,Store10,71.91,1002,"298,290",55.25,9.5802,49.725
Confection,0.1,no,Case-Pkg,Wk18,Store11,33.42,1003,"149,907",112.42,27.4259,101.178
Confection,0.1,no,Case-Pkg,Wk18,Store12,4.73,1004,"107,286",19.24,-14.5775,17.316
Confection,0.1,yes,Case-Pkg,Wk18,Store13,90.97,1005,"181,297",21.52,15.8476,19.368
Confection,0.1,no,Case-Pkg,Wk18,Store14,32.4,1006,"116,201",54.62,7.8156,49.158
Confection,0.1,no,Case-Pkg,Wk18,Store15,66.6,1007,"305,759",102.52,19.7403,92.268
Confection,0.1,no,Case-Pkg,Wk18,Store2,73.1,1008,"200,168",119.82,3.4774,107.838
Confection,0.1,no,Case-Pkg,Wk18,Store3,86.82,1009,"180,527",108.11,14.8446,97.299
Confection,0.1,no,Case-Pkg,Wk18,Store4,16.12,1010,"160,979",93.84,12.6726,84.456
Confection,0.1,no,Case-Pkg,Wk18,Store5,65.6,1011,"179,452",87.55,10.6005,78.795
Confection,0.1,no,Case-Pkg,Wk18,Store6,11.34,1012,"210,996",44.51,22.6461,40.059
Confection,0.1,no,Case-Pkg,Wk18,Store7,4.95,1013,"234,303",136.16,4.4227,122.544
Confection,0.1,no,Case-Pkg,Wk18,Store8,33.08,1014,"286,751",21.1,-3.2259,18.99
Confection,0.1,no,Case-Pkg,Wk18,Store9,24.98,1015,"264,555",134.11,7.0938,120.699
Confection,0.1,no,Case-Pkg,Wk19,Store1,118.91,1016,"209,573",60.92,9.6181,54.828
Confection,0.1,no,Case-Pkg,Wk19,Store10,31.83,1017,"167,511",40.74,6.4434,36.666
Confection,0.1,yes,Case-Pkg,Wk19,Store11,10.34,1018,"151,734",16.62,6.3744,14.958
Confection,0.1,no,Case-Pkg,Wk19,Store12,13.54,1019,"297,573",113.64,11.4986,102.276
Confection,0.1,no,Case-Pkg,Wk19,Store13,17.99,1020,"250,675",23.3,-1.893,20.97
Confection,0.1,no,Case-Pkg,Wk19,Store14,33.1,1001,"159,540",126.31,-4.2882,113.679
Confection,0.1,no,Case-Pkg,Wk19,Store15,95.62,1002,"297,637",29.98,4.3175,26.982
Confection,0.1,no,Case-Pkg,Wk19,Store2,1.69,1003,"294,349",48.19,9.6445,43.371
Confection,0.1,no,Case-Pkg,Wk19,Store3,0.04,1004,"218,041",95.32,20.7752,85.788
Confection,0.1,no,Case-Pkg,Wk19,Store4,39.66,1005,"143,138",23.51,11.9214,21.159
Confection,0.1,no,Case-Pkg,Wk19,Store5,28.9,1006,"113,425",63.21,-0.0496,56.889
Confection,0.1,no,Case-Pkg,Wk19,Store6,10.8,1007,"143,612",35.21,1.7505,31.689
Confection,0.1,yes,Case-Pkg,Wk19,Store7,91.42,1008,"277,838",16.7,5.6524,15.03
Confection,0.1,yes,Case-Pkg,Wk19,Store8,96.91,1009,"230,943",82.05,6.2094,73.845
Confection,0.1,no,Case-Pkg,Wk19,Store9,13.46,1010,"237,353",87.33,3.5657,78.597
Confection,0.1,no,Case-Pkg,Wk1,Store1,28.59,1011,"200,929",113.54,4.029,102.186
Confection,0.1,no,Case-Pkg,Wk1,Store10,219.32,1012,"229,563",80.44,0.947,72.396
Confection,0.1,no,Case-Pkg,Wk1,Store11,20.7,1013,"222,767",127.99,10.2745,115.191
Confection,0.1,no,Case-Pkg,Wk1,Store12,78.13,1014,"250,703",109.44,4.9251,98.496
Confection,0.1,no,Case-Pkg,Wk1,Store13,34.54,1015,"143,403",125.16,16.1906,112.644
Confection,0.1,yes,Case-Pkg,Wk1,Store14,17.94,1016,"146,864",127.92,13.4678,115.128
Confection,0.1,no,Case-Pkg,Wk1,Store15,70.43,1017,"112,105",58.84,0.0582,52.956
Confection,0.1,no,Case-Pkg,Wk1,Store2,104.44,1018,"303,736",128.71,9.1782,115.839
Confection,0.1,no,Case-Pkg,Wk1,Store3,89.56,1019,"241,573",82.84,7.4746,74.556
Confection,0.1,no,Case-Pkg,Wk1,Store4,113.48,1020,"272,309",56.8,0.7158,51.12
Confection,0.1,no,Case-Pkg,Wk1,Store5,54.48,1001,"181,048",115.56,15.5106,104.004
Confection,0.1,no,Case-Pkg,Wk1,Store6,15.85,1002,"170,831",78.08,-2.5588,70.272
Confection,0.1,no,Case-Pkg,Wk1,Store7,34.31,1003,"283,153",36.14,4.6611,32.526
Confection,0.1,no,Case-Pkg,Wk1,Store8,99.47,1004,"289,281",30.62,8.3222,27.558
Confection,0.1,no,Case-Pkg,Wk1,Store9,23.02,1005,"261,939",94.37,-0.9565,84.933
Confection,0.1,no,Case-Pkg,Wk20,Store1,12.28,1006,"195,031",105.59,14.0885,95.031
Confection,0.1,no,Case-Pkg,Wk20,Store10,73.94,1007,"239,856",104.92,0.7138,94.428
Confection,0.1,yes,Case-Pkg,Wk20,Store11,14,1008,"138,211",26.26,9.6008,23.634
Confection,0.1,yes,Case-Pkg,Wk20,Store12,211.3,1009,"210,574",70.7,4.7109,63.63
Confection,0.1,no,Case-Pkg,Wk20,Store13,41.21,1010,"183,098",18.8,-10.2927,16.92
Confection,0.1,no,Case-Pkg,Wk20,Store14,22.81,1011,"172,437",35.28,8.9654,31.752
Confection,0.1,no,Case-Pkg,Wk20,Store15,27.78,1012,"116,522",61.69,-2.2357,55.521
Confection,0.1,no,Case-Pkg,Wk20,Store2,4.76,1013,"309,210",130.77,13.2377,117.693
Confection,0.1,no,Case-Pkg,Wk20,Store3,29.96,1014,"192,638",105.05,1.0051,94.545
Confection,0.1,yes,Case-Pkg,Wk20,Store4,36.27,1015,"296,120",88.37,9.966,79.533
Confection,0.1,no,Case-Pkg,Wk20,Store5,59.83,1016,"180,910",92.64,19.5511,83.376
Confection,0.1,no,Case-Pkg,Wk20,Store6,49.54,1017,"257,140",133.98,9.3519,120.582
Confection,0.1,yes,Case-Pkg,Wk20,Store7,44.77,1018,"152,847",16.74,-2.9504,15.066
Confection,0.1,no,Case-Pkg,Wk20,Store8,99.61,1019,"162,214",17.3,-2.9336,15.57
Confection,0.1,no,Case-Pkg,Wk20,Store9,84.17,1020,"174,483",119.93,22.4931,107.937
Confection,0.1,no,Case-Pkg,Wk21,Store1,77.88,1001,"292,943",27.37,9.3505,24.633
Confection,0.1,no,Case-Pkg,Wk21,Store10,42,1002,"176,074",39.07,15.2322,35.163
Confection,0.1,no,Case-Pkg,Wk21,Store11,25.48,1003,"268,740",97.17,0.7953,87.453
Confection,0.1,no,Case-Pkg,Wk21,Store12,93.17,1004,"234,073",118.46,14.8956,106.614
Confection,0.1,no,Case-Pkg,Wk21,Store13,40.1,1005,"216,508",135.16,23.7141,121.644
Confection,0.1,no,Case-Pkg,Wk21,Store14,91.61,1006,"286,041",23.74,1.5108,21.366
Confection,0.1,no,Case-Pkg,Wk21,Store15,86.12,1007,"196,587",41.3,12.2061,37.17
Confection,0.1,no,Case-Pkg,Wk21,Store2,27.9,1008,"250,133",35.69,4.682,32.121
Confection,0.1,no,Case-Pkg,Wk21,Store3,35.01,1009,"231,176",113.87,11.5491,102.483
Confection,0.1,no,Case-Pkg,Wk21,Store4,134.52,1010,"209,770",87.14,13.1551,78.426
Confection,0.1,no,Case-Pkg,Wk21,Store5,0.56,1011,"110,505",132.82,2.8059,119.538
Confection,0.1,no,Case-Pkg,Wk21,Store6,13.63,1012,"238,447",40.37,7.7002,36.333
Confection,0.1,yes,Case-Pkg,Wk21,Store7,126.22,1013,"134,034",91.37,2.1738,82.233
Confection,0.1,no,Case-Pkg,Wk21,Store8,31.98,1014,"276,462",64.98,-0.451,58.482
Confection,0.1,no,Case-Pkg,Wk21,Store9,65.76,1015,"115,417",90.23,4.1911,81.207
Confection,0.1,no,Case-Pkg,Wk22,Store1,40.51,1016,"161,256",87.93,5.7691,79.137
Confection,0.1,no,Case-Pkg,Wk22,Store10,28.62,1017,"162,006",29.34,10.8509,26.406
Confection,0.1,no,Case-Pkg,Wk22,Store11,21.09,1018,"222,812",53.96,7.1561,48.564
Confection,0.1,no,Case-Pkg,Wk22,Store12,75.63,1019,"108,884",53.6,0.0311,48.24
Confection,0.1,no,Case-Pkg,Wk22,Store13,160.19,1020,"158,438",115.28,10.9768,103.752
Confection,0.1,no,Case-Pkg,Wk22,Store14,133.77,1001,"192,108",19.25,-0.849,17.325
Confection,0.1,no,Case-Pkg,Wk22,Store15,14.04,1002,"161,943",59.81,25.8249,53.829
Confection,0.1,yes,Case-Pkg,Wk22,Store2,129.14,1003,"299,745",59.03,-1.0679,53.127
Confection,0.1,no,Case-Pkg,Wk22,Store3,77.33,1004,"251,552",45.86,1.7648,41.274
Confection,0.1,no,Case-Pkg,Wk22,Store4,77.33,1005,"195,614",36.82,1.4838,33.138
Confection,0.1,yes,Case-Pkg,Wk22,Store5,106.19,1006,"181,969",134.24,13.1835,120.816
Confection,0.1,no,Case-Pkg,Wk22,Store6,78.54,1007,"274,498",124.64,4.034,112.176
Confection,0.1,no,Case-Pkg,Wk22,Store7,93.56,1008,"240,969",106.77,6.898,96.093
Confection,0.1,no,Case-Pkg,Wk22,Store8,23.53,1009,"287,283",92.87,10.1472,83.583
Confection,0.1,no,Case-Pkg,Wk22,Store9,40.03,1010,"148,558",77.96,18.8162,70.164
Confection,0.1,no,Case-Pkg,Wk23,Store1,21.02,1011,"295,250",113.27,9.1861,101.943
Confection,0.1,no,Case-Pkg,Wk23,Store10,163.29,1012,"249,780",111.71,3.9221,100.539
Confection,0.1,no,Case-Pkg,Wk23,Store11,11.16,1013,"230,749",94.92,5.7564,85.428
Confection,0.1,no,Case-Pkg,Wk23,Store12,151.71,1014,"268,366",110.01,3.9875,99.009
Confection,0.1,no,Case-Pkg,Wk23,Store13,134.14,1015,"310,786",63.89,19.2049,57.501
Confection,0.1,no,Case-Pkg,Wk23,Store14,59.02,1016,"185,306",88.57,6.5035,79.713
Confection,0.1,no,Case-Pkg,Wk23,Store15,48.5,1017,"108,038",14.07,-27.131,12.663
Confection,0.1,no,Case-Pkg,Wk23,Store2,90.46,1018,"256,476",42.66,-1.7759,38.394
Confection,0.1,no,Case-Pkg,Wk23,Store3,17.84,1019,"305,889",110.78,6.3276,99.702
Confection,0.1,no,Case-Pkg,Wk23,Store4,46.93,1020,"211,040",56.52,-3.1734,50.868
Confection,0.1,no,Case-Pkg,Wk23,Store5,48.78,1001,"225,192",78.69,8.6239,70.821
Confection,0.1,no,Case-Pkg,Wk23,Store6,47.88,1002,"208,242",91.85,10.8932,82.665
Confection,0.1,no,Case-Pkg,Wk23,Store7,19.99,1003,"217,534",39.47,6.3621,35.523
Confection,0.1,no,Case-Pkg,Wk23,Store8,48.25,1004,"278,717",134.21,-4.0399,120.789
Confection,0.1,no,Case-Pkg,Wk23,Store9,69.4,1005,"229,642",83.21,1.2509,74.889
Confection,0.1,no,Case-Pkg,Wk24,Store1,16.32,1006,"298,837",120.69,12.5346,108.621
Confection,0.1,yes,Case-Pkg,Wk24,Store10,24.03,1007,"140,133",19.18,0.2912,17.262
Confection,0.1,no,Case-Pkg,Wk24,Store11,44.69,1008,"271,058",89.99,9.2555,80.991
Confection,0.1,no,Case-Pkg,Wk24,Store12,49.28,1009,"132,579",137.13,4.1253,123.417
Confection,0.1,no,Case-Pkg,Wk24,Store13,73.24,1010,"287,463",17.24,2.1542,15.516
Confection,0.1,no,Case-Pkg,Wk24,Store14,99.68,1011,"303,232",17.04,8.1101,15.336
Confection,0.1,no,Case-Pkg,Wk24,Store15,28.49,1012,"250,994",51.66,0.3097,46.494
Confection,0.1,no,Case-Pkg,Wk24,Store2,8.27,1013,"114,326",77.01,20.5391,69.309
Confection,0.1,no,Case-Pkg,Wk24,Store3,30.77,1014,"254,673",27.12,5.8909,24.408
Confection,0.1,yes,Case-Pkg,Wk24,Store4,38.67,1015,"242,948",50.61,5.3876,45.549
Confection,0.1,no,Case-Pkg,Wk24,Store5,102.72,1016,"122,084",134.74,12.0562,121.266
Confection,0.1,no,Case-Pkg,Wk24,Store6,103.93,1017,"256,804",17.12,-0.8728,15.408
Confection,0.1,no,Case-Pkg,Wk24,Store7,5.03,1018,"263,238",17.86,2.8243,16.074
Confection,0.1,no,Case-Pkg,Wk24,Store8,36.74,1019,"248,997",62.19,-0.8847,55.971
Confection,0.1,no,Case-Pkg,Wk24,Store9,11.15,1020,"241,065",99.34,15.8901,89.406
Confection,0.1,no,Case-Pkg,Wk25,Store1,28.5,1001,"180,045",85.87,16.2266,77.283
Confection,0.1,no,Case-Pkg,Wk25,Store10,10.89,1002,"310,497",119.06,21.1378,107.154
Confection,0.1,no,Case-Pkg,Wk25,Store11,163.6,1003,"112,805",90.03,8.2346,81.027
Confection,0.1,no,Case-Pkg,Wk25,Store12,10.58,1004,"153,778",64.36,9.7478,57.924
Confection,0.1,yes,Case-Pkg,Wk25,Store13,70.06,1005,"123,294",66.23,20.6082,59.607
Confection,0.1,no,Case-Pkg,Wk25,Store14,72.51,1006,"250,570",69.14,3.5314,62.226
Confection,0.1,no,Case-Pkg,Wk25,Store15,16.31,1007,"166,559",75.51,16.6692,67.959
Confection,0.1,no,Case-Pkg,Wk25,Store2,54.41,1008,"283,784",86.65,1.5112,77.985
Confection,0.1,no,Case-Pkg,Wk25,Store3,26.38,1009,"287,275",33.78,7.7335,30.402
Confection,0.1,no,Case-Pkg,Wk25,Store4,49.31,1010,"273,756",106.24,3.5707,95.616
Confection,0.1,no,Case-Pkg,Wk25,Store5,5.77,1011,"203,935",40.64,22.046,36.576
Confection,0.1,no,Case-Pkg,Wk25,Store6,33.56,1012,"106,723",137.57,-27.7185,123.813
Confection,0.1,no,Case-Pkg,Wk25,Store7,102.03,1013,"134,794",97.79,16.7297,88.011
Confection,0.1,yes,Case-Pkg,Wk25,Store8,40.93,1014,"276,362",131.02,2.4889,117.918
Confection,0.1,yes,Case-Pkg,Wk25,Store9,31.16,1015,"258,598",134.88,6.5456,121.392
Confection,0.1,no,Case-Pkg,Wk26,Store1,16.21,1016,"246,394",69.49,8.1913,62.541
Confection,0.1,no,Case-Pkg,Wk26,Store10,186.68,1017,"138,733",115.96,10.3242,104.364
Confection,0.1,no,Case-Pkg,Wk26,Store11,98.13,1018,"250,794",92.96,2.7307,83.664
Confection,0.1,no,Case-Pkg,Wk26,Store12,89.64,1019,"238,243",110.43,10.4633,99.387
Confection,0.1,no,Case-Pkg,Wk26,Store13,21.83,1020,"288,032",86.5,7.5094,77.85
Confection,0.1,no,Case-Pkg,Wk26,Store14,138.97,1001,"224,475",107.95,5.2196,97.155
Confection,0.1,no,Case-Pkg,Wk26,Store15,33.24,1002,"175,211",103.84,-1.859,93.456
Confection,0.1,no,Case-Pkg,Wk26,Store2,139.86,1003,"111,159",24.6,-12.8485,22.14
Confection,0.1,no,Case-Pkg,Wk26,Store3,65.01,1004,"271,253",88.9,-1.3431,80.01
Confection,0.1,no,Case-Pkg,Wk26,Store4,69.88,1005,"209,383",18.83,9.4447,16.947
